filename,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13
/n/home02/ematsumoto/cough_mp3_full/Files_1_mp3/X120013 (Contact 77).mp3,-693.2727426234159,56.13620555967374,-20.944637987690353,2.5332706014293715,-1.2408297808799218,-7.241314649695463,-0.6835195131275109,-8.49811961929472,1.6263520975217283,3.82001018733899,-5.924559886924582,-0.15444781688117104,-0.016138831667454164
/n/home02/ematsumoto/cough_mp3_full/Files_1_mp3/X120022 (Contact 10).mp3,-338.7684898153024,163.5543121064849,-68.7273955098258,1.0329503554728618,-12.132019349584786,-36.99774439095956,-10.567026927419247,-22.262194846179344,2.7861681367663165,0.40307618069421,-22.783876748187655,3.285068007403071,0.013779867845537318
/n/home02/ematsumoto/cough_mp3_full/Files_1_mp3/X120024 (Contact 49).mp3,-479.7636558045388,125.03003323904076,-33.50417718032389,-3.623849044514835,-6.974295651866559,-11.350746451948417,-7.108445410454416,-22.083423525062038,6.2161653806923285,3.0362526824753644,-17.186461800619092,2.1303694302374936,-4.055250011706499
/n/home02/ematsumoto/cough_mp3_full/Files_1_mp3/X120052 (Contact 38).mp3,-446.7279861795319,121.68121845091596,-54.21877084368733,14.31002726805872,-20.903192299246097,-31.306375084999104,3.775017618456553,-23.70666655329645,0.8517615008475891,4.275156919918803,-15.770596728158162,15.544061674875094,5.371585627614299
/n/home02/ematsumoto/cough_mp3_full/Files_1_mp3/X120001 (Contact 5).mp3,-505.8269449941005,74.96290489026254,-29.951638692090658,-0.032737554307648346,15.226045005356276,-10.487249895549585,-18.73501253655486,-15.953996201013608,-5.076121369939574,-1.8917572305684096,-4.436149518055359,0.4139858062975075,-1.9787848884697947
/n/home02/ematsumoto/cough_mp3_full/Files_1_mp3/X120018 (Contact 28).mp3,-324.36663391057505,137.12377864848182,-39.11653582212405,18.501396850752908,1.059812246861086,-23.963433643724162,-0.9876011047106144,-30.571854374353453,-27.053758397088245,-8.376814600740818,-27.07926130782138,-17.35315323716541,-8.02558856285713
/n/home02/ematsumoto/cough_mp3_full/Files_1_mp3/X120013 (Contact 11).mp3,-578.0290870434857,60.20738852363918,-20.326847747927246,-3.5626508810455615,1.1373880068786526,-5.87668983079616,-1.0587111205378643,-6.1374872748441875,-1.0822958292508378,0.9458665946266621,-5.113272899474245,1.3605440964673905,0.24435590361536627
/n/home02/ematsumoto/cough_mp3_full/Files_1_mp3/X120022 (Contact 11).mp3,-376.46182775902986,161.49077088064513,-66.64806079571967,15.168333879273657,-17.902590772470717,-27.404403815043537,10.310832051583619,-29.908464682648955,-6.583663344975756,2.1755430364507515,-18.54418293390579,8.75566811039197,-1.2305093330880899
/n/home02/ematsumoto/cough_mp3_full/Files_1_mp3/X120008 (Contact 4).mp3,-470.0167326839956,126.9494107768809,0.33258069873473206,-9.619115572853016,-18.28185703441796,-26.30162368696048,-13.566388548545662,-11.390729594533287,-4.270345848256629,-7.608373217319288,-16.68899024769704,-7.794549041075422,-6.860616601959079
/n/home02/ematsumoto/cough_mp3_full/Files_1_mp3/X120007 (Contact 50).mp3,-446.8927695452911,99.84910956146815,-35.59657206840368,-5.259302766351356,-0.6152712709574246,-11.24402251670286,-9.294718648967297,-20.337843532291345,-1.165049760084737,1.5897636559205552,-12.630515655147077,-0.6068013186148619,-2.5308454389627446
